Jan  5 00:13:30 c.mx.h2.net sm-mta[8667]: jB88DNFk008667: from=<u13@h2.net>, size=3666, class=-60, nrcpts=1, msgid=<u14@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
Jan  5 00:15:12 a.mx.h2.net sm-mta[15354]: jB88FC6b015354: from=<u13@h2.net>, size=1355, class=-60, nrcpts=1, msgid=<u7396@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:12 a.mx.h2.net sm-mta[15372]: jB88FC6b015354: to=<u7435@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229355, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FCHx017308 Message accepted for delivery) 
Jan  5 00:15:12 b.mx.h2.net sm-mta[11623]: jB88FCbB011623: from=<u13@h2.net>, size=1346, class=-60, nrcpts=1, msgid=<u7398@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:12 b.mx.h2.net sm-mta[11639]: jB88FCbB011623: to=<u7436@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229346, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FCSf009118 Message accepted for delivery) 
Jan  5 00:15:12 d.mx.h2.net sm-mta[16750]: jB88FC5A016750: from=<u13@h2.net>, size=2893, class=-60, nrcpts=1, msgid=<u7449@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:12 d.mx.h2.net sm-mta[16759]: jB88FC5A016750: to=<u2891@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230893, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FCc7009146 Message accepted for delivery) 
Jan  5 00:15:12 b.mx.h2.net sm-mta[11640]: jB88FCBq011640: from=<u13@h2.net>, size=1201, class=-60, nrcpts=1, msgid=<u7453@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:12 b.mx.h2.net sm-mta[11645]: jB88FCBq011640: to=<u7458@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229201, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FCXU009147 Message accepted for delivery) 
Jan  5 00:15:12 d.mx.h2.net sm-mta[16763]: jB88FC2d016763: from=<u13@h2.net>, size=1192, class=-60, nrcpts=1, msgid=<u7472@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:12 d.mx.h2.net sm-mta[16770]: jB88FC2d016763: to=<u7492@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229192, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FCQb009170 Message accepted for delivery) 
Jan  5 00:15:12 c.mx.h2.net sm-mta[12465]: jB88FCiX012465: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u7473@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:12 c.mx.h2.net sm-mta[12473]: jB88FCiX012465: to=<u7494@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FCn3009171 Message accepted for delivery) 
Jan  5 00:15:12 c.mx.h2.net sm-mta[12471]: jB88FCx3012471: from=<u13@h2.net>, size=1195, class=-60, nrcpts=1, msgid=<u7491@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:12 c.mx.h2.net sm-mta[12481]: jB88FCx3012471: to=<u7508@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229195, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FCIR009192 Message accepted for delivery) 
Jan  5 00:15:12 d.mx.h2.net sm-mta[16771]: jB88FCmR016771: from=<u13@h2.net>, size=1192, class=-60, nrcpts=1, msgid=<u7493@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:12 d.mx.h2.net sm-mta[16783]: jB88FCmR016771: to=<u7509@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229192, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FCHB017346 Message accepted for delivery) 
Jan  5 00:15:12 d.mx.h2.net sm-mta[16773]: jB88FCEm016773: from=<u13@h2.net>, size=1417, class=-60, nrcpts=1, msgid=<u7495@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:12 d.mx.h2.net sm-mta[16785]: jB88FCEm016773: to=<u7501@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229417, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FCPN017347 Message accepted for delivery) 
Jan  5 00:15:12 c.mx.h2.net sm-mta[12476]: jB88FCLL012476: from=<u13@h2.net>, size=4898, class=-60, nrcpts=1, msgid=<u7496@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:12 c.mx.h2.net sm-mta[12484]: jB88FCLL012476: to=<u4950@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=232898, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FCKP009195 Message accepted for delivery) 
Jan  5 00:15:12 a.mx.h2.net sm-mta[15391]: jB88FCA0015391: from=<u13@h2.net>, size=1195, class=-60, nrcpts=1, msgid=<u7512@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 a.mx.h2.net sm-mta[15405]: jB88FCA0015391: to=<u7530@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229195, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDml017382 Message accepted for delivery) 
Jan  5 00:15:12 b.mx.h2.net sm-mta[11650]: jB88FCAx011650: from=<u13@h2.net>, size=1278, class=-60, nrcpts=1, msgid=<u7515@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 b.mx.h2.net sm-mta[11657]: jB88FCAx011650: to=<u7529@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229278, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FD9T009218 Message accepted for delivery) 
Jan  5 00:15:12 a.mx.h2.net sm-mta[15394]: jB88FCnH015394: from=<u13@h2.net>, size=2665, class=-60, nrcpts=1, msgid=<u7516@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 a.mx.h2.net sm-mta[15408]: jB88FCnH015394: to=<u7528@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=230665, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDap017383 Message accepted for delivery) 
Jan  5 00:15:12 d.mx.h2.net sm-mta[16789]: jB88FCX2016789: from=<u13@h2.net>, size=1201, class=-60, nrcpts=1, msgid=<u7521@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 d.mx.h2.net sm-mta[16794]: jB88FCX2016789: to=<u7532@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229201, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDmI009219 Message accepted for delivery) 
Jan  5 00:15:13 b.mx.h2.net sm-mta[11660]: jB88FD05011660: from=<u13@h2.net>, size=2508, class=-60, nrcpts=1, msgid=<u7533@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 b.mx.h2.net sm-mta[11669]: jB88FD05011660: to=<u7545@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230508, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDEe009244 Message accepted for delivery) 
Jan  5 00:15:13 d.mx.h2.net sm-mta[16801]: jB88FD1r016801: from=<u13@h2.net>, size=1195, class=-60, nrcpts=1, msgid=<u7534@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 d.mx.h2.net sm-mta[16812]: jB88FD1r016801: to=<u7546@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229195, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FD21009247 Message accepted for delivery) 
Jan  5 00:15:13 c.mx.h2.net sm-mta[12490]: jB88FDkK012490: from=<u13@h2.net>, size=1195, class=-60, nrcpts=1, msgid=<u7540@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 c.mx.h2.net sm-mta[12496]: jB88FDkK012490: to=<u7555@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229195, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDNg009263 Message accepted for delivery) 
Jan  5 00:15:13 d.mx.h2.net sm-mta[16805]: jB88FDgn016805: from=<u13@h2.net>, size=1195, class=-60, nrcpts=1, msgid=<u7544@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 d.mx.h2.net sm-mta[16817]: jB88FDgn016805: to=<u7560@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229195, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDT9009280 Message accepted for delivery) 
Jan  5 00:15:13 d.mx.h2.net sm-mta[16808]: jB88FDGg016808: from=<u13@h2.net>, size=2040, class=-60, nrcpts=1, msgid=<u7547@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 d.mx.h2.net sm-mta[16820]: jB88FDGg016808: to=<u7557@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230040, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDWq017406 Message accepted for delivery) 
Jan  5 00:15:13 c.mx.h2.net sm-mta[12502]: jB88FDpa012502: from=<u13@h2.net>, size=1269, class=-60, nrcpts=1, msgid=<u7567@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 c.mx.h2.net sm-mta[12507]: jB88FDpa012502: to=<u7574@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229269, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDZ0017430 Message accepted for delivery) 
Jan  5 00:15:13 a.mx.h2.net sm-mta[15416]: jB88FD1U015416: from=<u13@h2.net>, size=1269, class=-60, nrcpts=1, msgid=<u7569@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 a.mx.h2.net sm-mta[15427]: jB88FD1U015416: to=<u7575@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229269, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDh0017431 Message accepted for delivery) 
Jan  5 00:15:13 d.mx.h2.net sm-mta[16829]: jB88FDWG016829: from=<u13@h2.net>, size=1349, class=-60, nrcpts=1, msgid=<u7571@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 d.mx.h2.net sm-mta[16839]: jB88FDWG016829: to=<u7577@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229349, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDO2017455 Message accepted for delivery) 
Jan  5 00:15:13 b.mx.h2.net sm-mta[11679]: jB88FDDJ011679: from=<u13@h2.net>, size=1349, class=-60, nrcpts=1, msgid=<u7572@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 b.mx.h2.net sm-mta[11684]: jB88FDDJ011679: to=<u7581@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229349, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDXQ017448 Message accepted for delivery) 
Jan  5 00:15:13 d.mx.h2.net sm-mta[16832]: jB88FDBI016832: from=<u13@h2.net>, size=1731, class=-60, nrcpts=1, msgid=<u7573@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:13 d.mx.h2.net sm-mta[16841]: jB88FDBI016832: to=<u7578@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229731, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FDZa009327 Message accepted for delivery) 
Jan  5 00:15:13 a.mx.h2.net sm-mta[15434]: jB88FD6R015434: from=<u13@h2.net>, size=1497, class=-60, nrcpts=1, msgid=<u7591@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 a.mx.h2.net sm-mta[15450]: jB88FD6R015434: to=<u7603@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229497, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FEhF009352 Message accepted for delivery) 
Jan  5 00:15:13 b.mx.h2.net sm-mta[11688]: jB88FDQi011688: from=<u13@h2.net>, size=1343, class=-60, nrcpts=1, msgid=<u7593@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 b.mx.h2.net sm-mta[11699]: jB88FDQi011688: to=<u7607@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229343, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FEF1009354 Message accepted for delivery) 
Jan  5 00:15:13 c.mx.h2.net sm-mta[12514]: jB88FDE9012514: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u7594@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 c.mx.h2.net sm-mta[12521]: jB88FDE9012514: to=<u7601@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FEUH009353 Message accepted for delivery) 
Jan  5 00:15:13 b.mx.h2.net sm-mta[11689]: jB88FDk7011689: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u7595@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 b.mx.h2.net sm-mta[11701]: jB88FDk7011689: to=<u7608@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FE6S017485 Message accepted for delivery) 
Jan  5 00:15:14 a.mx.h2.net sm-mta[15442]: jB88FDpm015442: from=<u13@h2.net>, size=2043, class=-60, nrcpts=1, msgid=<u7597@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 a.mx.h2.net sm-mta[15453]: jB88FDpm015442: to=<u7602@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=230043, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FER6017484 Message accepted for delivery) 
Jan  5 00:15:14 d.mx.h2.net sm-mta[16852]: jB88FE9p016852: from=<u13@h2.net>, size=1506, class=-60, nrcpts=1, msgid=<u7610@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 d.mx.h2.net sm-mta[16861]: jB88FE9p016852: to=<u7619@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229506, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FEGO009388 Message accepted for delivery) 
Jan  5 00:15:14 c.mx.h2.net sm-mta[12526]: jB88FEgd012526: from=<u13@h2.net>, size=4507, class=-60, nrcpts=1, msgid=<u7616@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 c.mx.h2.net sm-mta[12537]: jB88FEgd012526: to=<u7629@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=232507, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FE58009400 Message accepted for delivery) 
Jan  5 00:15:14 d.mx.h2.net sm-mta[16855]: jB88FEJc016855: from=<u13@h2.net>, size=1654, class=-60, nrcpts=1, msgid=<u7618@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 d.mx.h2.net sm-mta[16869]: jB88FEJc016855: to=<u7627@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229654, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FEKA017512 Message accepted for delivery) 
Jan  5 00:15:14 c.mx.h2.net sm-mta[12523]: jB88FEEh012523: from=<u13@h2.net>, size=1195, class=-60, nrcpts=1, msgid=<u7622@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 c.mx.h2.net sm-mta[12539]: jB88FEEh012523: to=<u7634@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229195, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FErv009401 Message accepted for delivery) 
Jan  5 00:15:14 b.mx.h2.net sm-mta[11708]: jB88FE3a011708: from=<u13@h2.net>, size=1198, class=-60, nrcpts=1, msgid=<u7628@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 b.mx.h2.net sm-mta[11716]: jB88FE3a011708: to=<u7641@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229198, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FE4h009414 Message accepted for delivery) 
Jan  5 00:15:14 b.mx.h2.net sm-mta[11711]: jB88FEHB011711: from=<u13@h2.net>, size=1263, class=-60, nrcpts=1, msgid=<u7633@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 b.mx.h2.net sm-mta[11719]: jB88FEHB011711: to=<u7640@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229263, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FE3X009424 Message accepted for delivery) 
Jan  5 00:15:14 c.mx.h2.net sm-mta[12540]: jB88FErR012540: from=<u13@h2.net>, size=1509, class=-60, nrcpts=1, msgid=<u7635@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 c.mx.h2.net sm-mta[12552]: jB88FErR012540: to=<u7642@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229509, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FErE017524 Message accepted for delivery) 
Jan  5 00:15:14 b.mx.h2.net sm-mta[11720]: jB88FER5011720: from=<u13@h2.net>, size=1352, class=-60, nrcpts=1, msgid=<u7644@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:14 b.mx.h2.net sm-mta[11725]: jB88FER5011720: to=<u7647@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229352, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FE0t017540 Message accepted for delivery) 
Jan  5 00:15:14 c.mx.h2.net sm-mta[12559]: jB88FEJ9012559: from=<u13@h2.net>, size=1346, class=-60, nrcpts=1, msgid=<u7658@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 c.mx.h2.net sm-mta[12572]: jB88FEJ9012559: to=<u7671@h2.net>, delay=00:00:01, xdelay=00:00:01, mailer=esmtp, pri=229346, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FF5R009468 Message accepted for delivery) 
Jan  5 00:15:14 c.mx.h2.net sm-mta[12564]: jB88FEaG012564: from=<u13@h2.net>, size=1586, class=-60, nrcpts=1, msgid=<u7659@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 c.mx.h2.net sm-mta[12577]: jB88FEaG012564: to=<u7672@h2.net>, delay=00:00:01, xdelay=00:00:01, mailer=esmtp, pri=229586, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFQ0009469 Message accepted for delivery) 
Jan  5 00:15:14 b.mx.h2.net sm-mta[11733]: jB88FEDg011733: from=<u13@h2.net>, size=1811, class=-60, nrcpts=1, msgid=<u7661@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 b.mx.h2.net sm-mta[11742]: jB88FEDg011733: to=<u7683@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229811, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFOo009478 Message accepted for delivery) 
Jan  5 00:15:14 a.mx.h2.net sm-mta[15475]: jB88FECs015475: from=<u13@h2.net>, size=1346, class=-60, nrcpts=1, msgid=<u7662@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 a.mx.h2.net sm-mta[15482]: jB88FECs015475: to=<u7670@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229346, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFBe009470 Message accepted for delivery) 
Jan  5 00:15:14 b.mx.h2.net sm-mta[11736]: jB88FE7W011736: from=<u13@h2.net>, size=1201, class=-60, nrcpts=1, msgid=<u7667@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 b.mx.h2.net sm-mta[11746]: jB88FE7W011736: to=<u7685@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229201, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFB9017566 Message accepted for delivery) 
Jan  5 00:15:14 c.mx.h2.net sm-mta[12567]: jB88FE2M012567: from=<u13@h2.net>, size=1580, class=-60, nrcpts=1, msgid=<u7668@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 c.mx.h2.net sm-mta[12580]: jB88FE2M012567: to=<u7673@h2.net>, delay=00:00:01, xdelay=00:00:00, mailer=esmtp, pri=229580, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFKT017564 Message accepted for delivery) 
Jan  5 00:15:15 c.mx.h2.net sm-mta[12590]: jB88FFsN012590: from=<u13@h2.net>, size=1275, class=-60, nrcpts=1, msgid=<u7701@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 c.mx.h2.net sm-mta[12595]: jB88FFsN012590: to=<u7703@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229275, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFhH009544 Message accepted for delivery) 
Jan  5 00:15:15 c.mx.h2.net sm-mta[12596]: jB88FFxc012596: from=<u13@h2.net>, size=1346, class=-60, nrcpts=1, msgid=<u7713@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 c.mx.h2.net sm-mta[12602]: jB88FFxc012596: to=<u7723@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229346, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFfu009568 Message accepted for delivery) 
Jan  5 00:15:15 a.mx.h2.net sm-mta[15497]: jB88FF3U015497: from=<u13@h2.net>, size=3432, class=-60, nrcpts=1, msgid=<u7720@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 a.mx.h2.net sm-mta[15505]: jB88FF3U015497: to=<u7730@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=231432, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFOA009574 Message accepted for delivery) 
Jan  5 00:15:15 b.mx.h2.net sm-mta[11759]: jB88FF0K011759: from=<u13@h2.net>, size=1352, class=-60, nrcpts=1, msgid=<u7721@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 b.mx.h2.net sm-mta[11764]: jB88FF0K011759: to=<u7731@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229352, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFFZ009571 Message accepted for delivery) 
Jan  5 00:15:15 a.mx.h2.net sm-mta[15494]: jB88FFHw015494: from=<u13@h2.net>, size=1192, class=-60, nrcpts=1, msgid=<u7722@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 a.mx.h2.net sm-mta[15503]: jB88FFHw015494: to=<u7732@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=229192, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFLO017593 Message accepted for delivery) 
Jan  5 00:15:15 d.mx.h2.net sm-mta[16908]: jB88FFld016908: from=<u13@h2.net>, size=2126, class=-60, nrcpts=1, msgid=<u7724@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:15 d.mx.h2.net sm-mta[16914]: jB88FFld016908: to=<u7735@h2.net>, delay=00:00:00, xdelay=00:00:00, mailer=esmtp, pri=230126, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FFjw017594 Message accepted for delivery) 
Jan  5 00:15:15 c.mx.h2.net sm-mta[12613]: jB88FFTM012613: from=<u13@h2.net>, size=5206, class=-60, nrcpts=1, msgid=<u7743@eth0.can.spam.h2.net>, proto=ESMTP, daemon=MTA, relay=relay_id [10.11.12.13] 
**** Jan  5 00:15:16 c.mx.h2.net sm-mta[12627]: jB88FFTM012613: to=<u7754@h2.net>, delay=00:00:01, xdelay=00:00:01, mailer=esmtp, pri=233206, relay=relay_id [10.11.12.13], dsn=2.0.0, stat=Sent (jB88FG3S009628 Message accepted for delivery) 
